BGE,rate,JV,JE,size
0.421490452734377,0.05999745307577799,2.7884984462845373e-5,7.296983074364834e-6,1
0.37968962446612753,0.059992204712013164,2.6083997932288096e-5,6.2493663022028955e-6,1
0.21030209496037827,0.05998965130535614,2.0532702991525807e-5,3.7124778038036976e-6,1
0.2962742575460599,0.059994781714924145,2.245052859070749e-5,4.472802147298416e-6,1
0.4041851902941199,0.05999639979470501,2.6110280189326173e-5,6.2648860104074514e-6,1
0.3648427998982095,0.059996110504111085,2.431255202746059e-5,5.2257985441665815e-6,1
0.2327325542494412,0.05998517828160925,2.05775479858761e-5,3.727596740101543e-6,1
0.38214743138750407,0.0599967185162124,2.608667129442733e-5,6.250940899654964e-6,1
0.3318120924547878,0.05999036384428282,2.427251578901328e-5,5.2067702692951955e-6,1
0.37895307849514603,0.059992182094918856,2.6083190320804988e-5,6.248888423186036e-6,1
0.33105702291313893,0.05999036480600347,2.427159427934971e-5,5.2063335132607815e-6,1
0.37879877551774105,0.05999220032878159,2.6083025871907526e-5,6.248793012331177e-6,1
0.40532543583436614,0.0599967584245214,2.6111485323161766e-5,6.2655985732302765e-6,1
0.3758243761542488,0.05999215947075948,2.6079760598577423e-5,6.246865811239246e-6,1
0.3989544052136351,0.05999222764258644,2.610473150454177e-5,6.261604481097618e-6,1
0.43238782557047933,0.05999752053773299,2.7897890320534193e-5,7.306107108390414e-6,1
0.4212841222656038,0.05999398839812212,2.7886262803222835e-5,7.297888514643522e-6,1
0.41422851822275625,0.05999399731262283,2.787885493529926e-5,7.2926614914986845e-6,1
0.4435318610976111,0.05999784927130011,2.9483066291727406e-5,8.69430058514496e-6,1
0.4770207679535725,0.059998581954916176,3.239032470615493e-5,1.187681281668531e-5,1
0.4476642198585896,0.059996392305925884,2.948717163261083e-5,8.69794475962491e-6,1
0.40532543530530335,0.059996757766150655,2.6111483217108838e-5,6.265597311159129e-6,1
0.421490452734377,0.05999745307577799,2.7884984462845373e-5,7.296983074364834e-6,1
0.42472747828918106,0.059996709230241335,2.78883821008429e-5,7.2993839092927955e-6,1
0.4214904537492587,0.059997453057373355,2.7884988774277898e-5,7.296986118529232e-6,1
0.3765207494617639,0.12251425044262686,2.9077774268611458e-5,1.095996709827118e-5,2
0.33940104201811283,0.12251641983558012,2.5634101552811535e-5,8.06139777123532e-6,2
0.1891949534159815,0.12250913583215409,1.99642181835066e-5,4.871012582368437e-6,2
0.2660061700018336,0.12251304605367108,2.3722592487765055e-5,6.743556671492906e-6,2
0.36146367123194767,0.12251752166777279,2.744759738883615e-5,9.329928641225791e-6,2
0.32793531852270746,0.12251010344553762,2.561603231190301e-5,8.04864006364746e-6,2
0.20947607265742263,0.12250667251033967,2.1803837390277004e-5,5.780243109240884e-6,2
0.341900881139353,0.12250786024440731,2.7418530343508188e-5,9.305822836412064e-6,2
0.297140185335857,0.12251495195144076,2.3782688211101203e-5,6.77855051359808e-6,2
0.3387471749227902,0.12251633965448028,2.563307992574547e-5,8.060672261530512e-6,2
0.296468473638837,0.1225149571187914,2.3781479745885757e-5,6.777845599524371e-6,2
0.3386101934220668,0.12251640367387795,2.5632876354899975e-5,8.060531515820535e-6,2
0.36247541214506657,0.12251269328628343,2.7449060341604385e-5,9.33114308144707e-6,2
0.3359695042514479,0.12251583486557152,2.562875945826059e-5,8.057622650543019e-6,2
0.35682182857438804,0.12251299687236979,2.7440843829236586e-5,9.324322868773195e-6,2
0.3874482164071471,0.12251440733367805,2.9092082305735536e-5,1.0974427253978728e-5,2
0.3775967008686004,0.12251742970027493,2.9079203949814086e-5,1.0961414685543729e-5,2
0.37100017452170514,0.1225176686258974,2.746125044884271e-5,9.341280781819791e-6,2
0.3957645749300681,0.12251291179151902,3.071021497306891e-5,1.2600642982122818e-5,2
0.4248426759225286,0.12251776047646092,3.341690684387688e-5,1.6556524103445896e-5,2
0.39942544120788365,0.12251836309448091,3.071461348339716e-5,1.2605969607123873e-5,2
0.3624754121449782,0.12251269330830464,2.744906034154704e-5,9.331143081406335e-6,2
0.3765207494617639,0.12251425044262686,2.9077774268611458e-5,1.095996709827118e-5,2
0.379390683434747,0.12251770553182423,2.908156449464208e-5,1.0963795457173622e-5,2
0.3765207494531698,0.12251425038518027,2.907777403261686e-5,1.0959966820940315e-5,2
0.35086823586886384,0.18602691168906105,3.0063414820672234e-5,1.433637381444451e-5,3
0.31652462324859715,0.1860256422105642,2.6676181664212217e-5,1.0795972283035144e-5,3
0.17680882840024947,0.18600153724466723,2.0908113134010058e-5,6.792039200336507e-6,3
0.24828598136585994,0.1860192535794567,2.4717556636412914e-5,9.300162082947008e-6,3
0.33695949021416133,0.18602623013162514,2.8377666756717624e-5,1.2569455959156497e-5,3
0.30585573515563996,0.18602109634288508,2.6655395283903162e-5,1.0777530578149882e-5,3
0.19565933491066126,0.18599616496409993,2.275664866311505e-5,7.837330104500609e-6,3
0.3187624623905341,0.18602181556625244,2.8345742936458468e-5,1.2535951486858867e-5,3
0.2772813487582836,0.18602222249816927,2.4785500806146913e-5,9.352119330723447e-6,3
0.31591623658067164,0.18602518890146258,2.667500500328503e-5,1.0794920520334107e-5,3
0.2766559160808597,0.186022212226536,2.4784121791112262e-5,9.351063470179485e-6,3
0.31578878948886907,0.18602549892187337,2.6674775388415424e-5,1.0794723503651957e-5,3
0.3379004763249922,0.18602357021228394,2.8379266052263506e-5,1.2571135879512806e-5,3
0.313331756181931,0.18602172718206464,2.6670058681975465e-5,1.079054663268733e-5,3
0.332642117528014,0.18602360977623883,2.8370262208698792e-5,1.2561681430649365e-5,3
0.3610284444861389,0.18602776937311863,3.0079023661163165e-5,1.4355632909782477e-5,3
0.3518687004877307,0.1860270809104298,3.006497968239987e-5,1.4338309621673448e-5,3
0.3458286251679972,0.18602735019835892,2.8392609381459378e-5,1.2585182442986392e-5,3
0.3686534110816305,0.18602792031168297,3.149307446181361e-5,1.640328171291398e-5,3
0.3954845956920426,0.1860280928549035,3.402232439968858e-5,2.0654981601703094e-5,3
0.3720564057270629,0.18602801091106277,3.149768053784999e-5,1.640995087306142e-5,3
0.3379004763632252,0.18602357022081925,2.837926622510907e-5,1.257113606026655e-5,3
0.35086823586886384,0.18602691168906105,3.0063414820672234e-5,1.433637381444451e-5,3
0.35353678240450015,0.18602703320807787,3.0067555920139138e-5,1.4341480979212439e-5,3
0.35086823607671624,0.18602691174143815,3.0063416684316734e-5,1.4336376109923157e-5,3
0.32176101856820005,0.3148330895074411,3.142410320664833e-5,2.0599648104862282e-5,4
0.29056757370978314,0.31482508252383634,2.973641546575851e-5,1.837795295825536e-5,4
0.1621571566371824,0.3146931071733434,3.809439942994515e-5,3.4112536671870993e-5,4
0.2279658519450777,0.3148074751530304,2.6102319079076754e-5,1.4205017251984997e-5,4
0.30909637055817457,0.3148291207699496,2.9808044693387612e-5,1.847155801044426e-5,4
0.28067297992487406,0.3148224801432829,2.8114168175498296e-5,1.626661823828192e-5,4
0.17974873577597072,0.31475065010080433,2.4139139891970184e-5,1.2239988012229687e-5,4
0.29242789224481947,0.31482892630809356,2.9743831628094896e-5,1.8387638356910804e-5,4
0.2546568004735127,0.3148148599009051,2.7992850154448283e-5,1.6126940789438938e-5,4
0.2900100037924819,0.31482714337419726,2.973416203632671e-5,1.83749951492519e-5,4
0.2540833110004283,0.3148188882140621,2.7990052005727386e-5,1.612373815346142e-5,4
0.2898932332092055,0.3148277820798799,2.973372171742868e-5,1.8374440488964146e-5,4
0.30995823264773614,0.31482911030519456,2.981126398917197e-5,1.8475772498921102e-5,4
0.28764156599670165,0.3148258034454763,2.9724739637580758e-5,1.8362780349856627e-5,4
0.30514194607000994,0.3148315823356206,2.979315381966822e-5,1.8452083550944516e-5,4
0.3310645629690943,0.31483288187592484,3.145447696224297e-5,2.064479421267103e-5,4
