Genome_size,Min_gen_time,percent_C,percent_N,percent_P
2.0e6,11.55245300933242,47.135430753724876,9.834035236664834,1.902278115337272
2.0808080808080807e6,11.55245300933242,47.23370216709415,9.647868107641317,1.8212831579305553
2.1616161616161615e6,11.55245300933242,47.32312420665005,9.478465391176943,1.747581823669335
2.2424242424242427e6,11.55245300933242,47.404781619103744,9.323772123635674,1.6802800680837497
2.323232323232323e6,11.55245300933242,47.47959333750564,9.182047461756003,1.6186205097469228
2.404040404040404e6,11.55245300933242,47.54834251291643,9.051807790114495,1.561957678276089
2.484848484848485e6,11.55245300933242,47.61170031306083,8.931781636528987,1.5097383995648501
2.5656565656565656e6,11.55245300933242,47.67024493604615,8.820873652128817,1.4614861247423614
2.646464646464647e6,11.55245300933242,47.724476917103054,8.718135613990688,1.416788314410892
2.727272727272727e6,11.55245300933242,47.77483153888922,8.62274291483646,1.3752862101165702
2.8080808080808083e6,5.657353482129673,47.78181399888787,8.567934819711768,1.5382322263594472
2.888888888888889e6,5.657353482129673,47.82709137778395,8.483812081930223,1.494214096947995
2.9696969696969697e6,5.657353482129673,47.86939428670349,8.405215736443862,1.453087711881093
3.0505050505050505e6,5.657353482129673,47.908991320458114,8.331646749707392,1.4145919464764412
3.131313131313131e6,5.657353482129673,47.946120550263466,8.26266279924252,1.3784953507289108
3.212121212121212e6,5.657353482129673,47.98099366928877,8.197870571447636,1.3445921190564243
3.2929292929292927e6,5.657353482129673,48.01379948775263,8.136919267913106,1.312698692409435
3.373737373737374e6,5.657353482129673,48.04470689268728,8.079495106351228,1.2826508808232389
3.454545454545454e6,5.657353482129673,48.07386736491448,8.025316644201643,1.2543014164440962
3.535353535353535e6,3.725969695338723,48.0721936484463,7.999018914152606,1.3752409479500647
3.6161616161616165e6,3.725969695338723,48.09918393655613,7.949806796905663,1.3452107734104741
3.696969696969697e6,3.725969695338723,48.12474824928107,7.903194698878482,1.316767180293177
3.7777777777777775e6,3.725969695338723,48.14899068049604,7.858992822913039,1.289794350744737
3.8585858585858587e6,3.725969695338723,48.17200571387535,7.81702889438822,1.2641871594986527
3.9393939393939395e6,3.725969695338723,48.19387928824809,7.777146218728699,1.2398499885301406
4.02020202020202e6,2.7704634155109407,48.19005500892472,7.760182104915482,1.3412228349429127
4.1010101010101014e6,2.7704634155109407,48.210564335076775,7.7234578517279555,1.3156813640472633
4.1818181818181816e6,2.7704634155109407,48.23011519427509,7.688449841327734,1.2913335284579057
4.262626262626262e6,2.7704634155109407,48.24876962796599,7.655046981533334,1.268102064310395
4.343434343434343e6,2.7704634155109407,48.26658458652696,7.623147296294136,1.2459160479479423
4.424242424242424e6,2.2015832186197346,48.261907403903756,7.611142076845375,1.3344279944635329
4.5050505050505055e6,2.2015832186197346,48.2787503927262,7.581503033932288,1.3113417755810601
4.585858585858586e6,2.2015832186197346,48.294875338240715,7.553127550393475,1.2892397587988718
4.666666666666666e6,1.8246451739042613,48.29003700681064,7.543218880031019,1.3706169588439716
4.747474747474748e6,1.8246451739042613,48.30534159896032,7.516733325246516,1.347828510483121
4.828282828282828e6,1.8246451739042613,48.32002637211605,7.491320406031788,1.3259629689856784
4.909090909090909e6,1.55676561098198,48.31510891259948,7.483115827846197,1.4010996890148013
4.98989898989899e6,1.55676561098198,48.32909455465046,7.4592981398169025,1.378711735200834
5.070707070707071e6,1.55676561098198,48.34254077883049,7.436399085806765,1.3571872714102273
5.151515151515151e6,1.35672405143671,48.33760045820853,7.429593527164031,1.4268424117364715
5.232323232323232e6,1.35672405143671,48.35044570072276,7.408052610803489,1.4049221984843274
5.313131313131313e6,1.2017231456702355,48.345603064497624,7.40196583786564,1.470829744289171
5.393939393939394e6,1.2017231456702355,48.35789395882352,7.3816576303684265,1.4486258105180945
5.474747474747475e6,1.0781376455714622,48.35315212102374,7.376206949430941,1.5110947673514596
5.555555555555555e6,1.0781376455714622,48.36493021323026,7.357021244988358,1.4887006742240325
5.636363636363636e6,0.9773266580128503,48.360290155403284,7.352135804385293,1.548010149841779
5.717171717171717e6,0.9773266580128503,48.371592622967626,7.333975359313731,1.5255040461964584
5.797979797979798e6,0.8935472596079308,48.36705390958713,7.329594043187939,1.5819057076925769
5.878787878787879e6,0.8228346234911946,48.36267745705002,7.325349017935187,1.6363735228232055
5.95959595959596e6,0.7623639189905324,48.3584572446928,7.321232688057096,1.6889895457020563
6.04040404040404e6,0.7623639189905324,48.369191574903084,7.30463013232478,1.6649977414625534
6.121212121212121e6,0.7100684458717776,48.365056799887554,7.300929337713277,1.7152007501723643
6.202020202020203e6,0.6644015371007417,48.36106525750519,7.297334446584911,1.7637551361737385
6.282828282828283e6,0.6241828353264552,48.35721123588859,7.293840302095125,1.8107304314796928
6.363636363636363e6,0.5884960204747199,48.35348916653051,7.290442187318375,1.8561931632200996
6.444444444444445e6,0.556618967874874,48.34989364760651,7.287135767233275,1.9002068905382759
6.525252525252525e6,0.527974946832635,48.34641945839123,7.283917041322082,1.9428322742192952
6.606060606060606e6,0.5020978215257434,48.34306156732421,7.280782304333153,1.984127167243383
6.686868686868687e6,0.47860678311529126,48.3398151355281,7.277728113424295,2.024146718151328
6.767676767676767e6,0.4375791614565914,48.323580890575286,7.285903277435643,2.129136099043944
